re qua lau	rễ qua lâu	36	3
sinh khang	sinh kháng	36	2
suat cao	suất cao	36	2
san khi	sán khí	36	2
sot khong	sốt không	36	2
sot so	sốt sợ	36	2
tang diep	tang diệp	36	2
thang co	thang có	36	2
thang dun sac	thang đun sắc	36	3
theo tieu	theo tiêu	36	2
thuyet nay ung	thuyết này ứng	36	3
thuoc khang sinh	thuốc kháng sinh	36	3
thuoc kinh nghiem	thuốc kinh nghiệm	36	3
thuoc tru	thuốc trừ	36	2
thong kinh lac	thông kinh lạc	36	3
thuong nhi	thương nhĩ	36	2
thap la	thấp là	36	2
than hoan	thần hoàn	36	2
than ky	thần kỳ	36	2
than va bang	thận và bàng	36	3
the met	thể mệt	36	2
tinh dai	tinh đái	36	2
tieu co	tiêu có	36	2
tien long	tiện lỏng	36	2
to dai	to dài	36	2
toa thuoc	toa thuốc	36	2
toai bo	toái bổ	36	2
trong nam	trong năm	36	2
tre so sinh	trẻ sơ sinh	36	3
tri hen	trị hen	36	2
tri mat ngu	trị mất ngủ	36	3
tri ngoai	trị ngoại	36	2
tri dieu	trị điều	36	2
tru giun	trừ giun	36	2
tru dom	trừ đờm	36	2
tac dong cua	tác động của	36	3
tinh khang khuan	tính kháng khuẩn	36	3
tong khi	tông khí	36	2
tang than	tạng thận	36	2
ta tam thang	tả tâm thang	36	3
tap tieu	tập tiểu	36	2
ton kem	tốn kém	36	2
ty ba	tỳ bà	36	2
va giai	và giải	36	2
vao can	vào can	36	2
vat chu	vật chủ	36	2
ve dem	về đêm	36	2
vi nhu	vị như	36	2
vi thuoc chu	vị thuốc chủ	36	3
vi am	vị âm	36	2
vi dai	vị đại	36	2
voi huyet	với huyệt	36	2
xo cung dong	xơ cứng động	36	3
xo vua dong	xơ vữa động	36	3
am tam	âm tâm	36	2
dau ben	đau bên	36	2
dau day an	đau day ấn	36	3
dieu kinh nghiem	điều kinh nghiệm	36	3
dieu nhan thuc	điều nhận thức	36	3
dieu tri theo	điều trị theo	36	3
dam am	đàm ẩm	36	2
duoc nguoi	được người	36	2
dau ong	đầu ông	36	2
dia hoang thang	địa hoàng thang	36	3
dinh huyet ap	định huyết áp	36	3
dinh than	định thần	36	2
do dieu	đồ điều	36	2
dong co	động cơ	36	2
ung oxy	ứng oxy	36	2
bao tu ruot	bao tử ruột	35	3
bao hoa	bão hòa	35	2
bang thuoc co	bằng thuốc cổ	35	3
benh truyen nhiem	bệnh truyền nhiễm	35	3
bi chung	bị chứng	35	2
bi sot	bị sốt	35	2
can than am	can thận âm	35	3
can va	can và	35	2
cao hoac	cao hoặc	35	2
cao kho	cao khô	35	2
cao do	cao độ	35	2
cho than	cho thận	35	2
chan co	chân cổ	35	2
chan day	chân day	35	2
chan len	chân lên	35	2
chat hap phu	chất hấp phụ	35	3
chuc nang hoat	chức năng hoạt	35	3
chung bai	chứng bại	35	2
cm khong	cm không	35	2
ca ngoai	cá ngoài	35	2
cac duoc	các dược	35	2
cau hoi tu	câu hỏi tự	35	3
cay rau	cây rau	35	2
cung khong the	cũng không thể	35	3
cung khong duoc	cũng không được	35	3
cung phan	cũng phân	35	2
ca deu	cả đều	35	2
cot toai bo	cốt toái bổ	35	3
cot song lung	cột sống lưng	35	3
cua hoang	của hoàng	35	2
dao dong	dao động	35	2
di dong	di động	35	2
dung cac thuoc	dùng các thuốc	35	3
dung lam rau	dùng làm rau	35	3
giam huyet	giảm huyết	35	2
giua ngon	giữa ngón	35	2
hoan tan	hoàn tán	35	2
hoang lien hoang	hoàng liên hoàng	35	3
hoa hoc trong	hoá học trong	35	3
huyet khi	huyệt khí	35	2
huyet khuc	huyệt khúc	35	2
huyet ngoi	huyệt ngồi	35	2
hoa te	hòa tễ	35	2
hoa ra	hóa ra	35	2
hoa thuc	hóa thức	35	2
hoa thuc an	hóa thức ăn	35	3
hop dieu	hợp điều	35	2
khi huyet hu	khí huyết hư	35	3
khi len	khí lên	35	2
khong hoan	không hoàn	35	2
khong hap	không hấp	35	2
kieng ky khong	kiêng kỵ không	35	3
lien he mat	liên hệ mật	35	3
loan kinh nguyet	loạn kinh nguyệt	35	3
loan tam	loạn tâm	35	2
la kim	là kim	35	2
la thanh	là thanh	35	2
la thu thuoc	là thứ thuốc	35	3
long hoa	lông hoa	35	2
loi tieu tien	lợi tiểu tiện	35	3
mat mau	mát máu	35	2
mau chua	máu chữa	35	2
mon hoa	môn hỏa	35	2
man kinh	mạn kinh	35	2
mat ngoai mau	mặt ngoài màu	35	3
nghe len	nghệ lên	35	2
nghe len men	nghệ lên men	35	3
ngay thi	ngày thì	35	2
ngay va	ngày và	35	2
ngay an	ngày ăn	35	2
nguoi khoe	người khỏe	35	2
nguoi duoc	người được	35	2
ngu ngon	ngủ ngon	35	2
nhieu do	nhiều do	35	2
nhiet chan doan	nhiệt chẩn đoán	35	3
nhiet tieu	nhiệt tiêu	35	2
nhiet tao	nhiệt táo	35	2
nhung kinh	những kinh	35	2
nen dung thuoc	nên dùng thuốc	35	3
phac do dieu	phác đồ điều	35	3
phap bo	pháp bổ	35	2
phe phe	phế phế	35	2
qua huyet	qua huyệt	35	2
qua nuoc tieu	qua nước tiểu	35	3
quan viem	quản viêm	35	2
rang dau	răng đau	35	2
ruou luoc	rượu lược	35	2
ruou luoc vang	rượu lược vàng	35	3
rat thap	rất thấp	35	2
su tieu	sự tiêu	35	2
tay nam	tay nắm	35	2
tay de	tay để	35	2
thai va	thai và	35	2
thanh khi	thanh khí	35	2
theo tieu chuan	theo tiêu chuẩn	35	3
thuoc chinh	thuốc chính	35	2
thuoc kich thich	thuốc kích thích	35	3
thuoc moi	thuốc mới	35	2
thuoc thuong dung	thuốc thường dùng	35	3
thuoc tac dung	thuốc tác dụng	35	3
thai benh	thái bệnh	35	2
thuoc gam	thược gam	35	2
thao dong	thảo đồng	35	2
thay benh	thấy bệnh	35	2
tham thap	thẩm thấp	35	2
than tac	thận tác	35	2
than tac dung	thận tác dụng	35	3
the khi	thể khí	35	2
tieu fibrin	tiêu fibrin	35	2
tieu hoc	tiêu học	35	2
trong co phuong	trong cổ phương	35	3
trong duong	trong dương	35	2
trong khi cong	trong khí công	35	3
trong noi	trong nội	35	2
truyen than kinh	truyền thần kinh	35	3
truong trong	trương trọng	35	2
truong trong canh	trương trọng cảnh	35	3
truoc bung	trước bụng	35	2
tram trong	trầm trọng	35	2
trang mach	trắng mạch	35	2
tri mun	trị mụn	35	2
tuy khong	tuy không	35	2
tuyen phe	tuyên phế	35	2
tac dung sinh	tác dụng sinh	35	3
tan co	tán có	35	2
tang hoat	tăng hoạt	35	2
tang thai tru	tăng thải trừ	35	3
tang ap luc	tăng áp lực	35	3
tap tieu cau	tập tiểu cầu	35	3
tu mau	tụ máu	35	2
uong khong tieu	uống không tiêu	35	3
uong nong	uống nóng	35	2
uong trong co	uống trong cổ	35	3
va an	và an	35	2
va huyet ap	và huyết áp	35	3
vi trong	vì trong	35	2
vi trang	vị tràng	35	2
voi lieu cao	với liều cao	35	3
xuyen luyen tu	xuyên luyện tử	35	3
xuong banh	xương bánh	35	2
xuong banh che	xương bánh chè	35	3
dau lung moi	đau lưng mỏi	35	3
duoc giai phong	được giải phóng	35	3
dai tien long	đại tiện lỏng	35	3
deu gram	đều gram	35	2
deu dau	đều đau	35	2
de tieu	để tiêu	35	2
do dieu tri	đồ điều trị	35	3
dong manh	động mạnh	35	2
dung cao	đứng cao	35	2
ia long	ỉa lỏng	35	2
bai nay sinh	bài này sinh	34	3
bao khuong	bào khương	34	2
bach gioi	bạch giới	34	2
bach ho	bạch hổ	34	2
bach dau ong	bạch đầu ông	34	3
benh cao huyet	bệnh cao huyết	34	3
benh gi	bệnh gì	34	2
benh khoi	bệnh khỏi	34	2
benh lay	bệnh lây	34	2
benh rat	bệnh rất	34	2
benh tang	bệnh tăng	34	2
benh tu	bệnh từ	34	2
can am	can âm	34	2
chi lanh	chi lạnh	34	2
chuy hoa	chuỳ hoa	34	2
cham cac huyet	châm các huyệt	34	3
chan ban	chân bàn	34	2
chan tay co	chân tay co	34	3
chuong thuoc chi	chương thuốc chỉ	34	3
chi gap	chỉ gặp	34	2
chua di tinh	chữa di tinh	34	3
chua khoi benh	chữa khỏi bệnh	34	3
chua phu thuy	chữa phù thủy	34	3
cac benh nhiem	các bệnh nhiễm	34	3
cay hoa	cây hoa	34	2
cong nghe len	công nghệ lên	34	3
cua benh vien	của bệnh viện	34	3
cua mon	của môn	34	2
do nhieu nguyen	do nhiều nguyên	34	3
doanh huyet	doanh huyết	34	2
dai ngay	dài ngày	34	2
dung bach	dùng bạch	34	2
dung ruou	dùng rượu	34	2
duong lam	dương làm	34	2
duong ma	dương mà	34	2
duong tinh	dương tính	34	2
duoc de	dược để	34	2
dich khong	dịch không	34	2
dung duong	dụng dưỡng	34	2
dung vi cay	dụng vị cay	34	3
dung vi ngot	dụng vị ngọt	34	3
giua cua	giữa của	34	2
hoa cai co	hoa cái có	34	3
hoa dai cm	hoa dài cm	34	3
huyet benh	huyết bệnh	34	2
huyet huyet	huyết huyết	34	2
huyet neu	huyết nếu	34	2
huyet ngoi ngay	huyệt ngồi ngay	34	3
huyet nam	huyệt nằm	34	2
han de	hàn để	34	2
hoa te cuc	hòa tễ cục	34	3
hoi chan tay	hôi chân tay	34	3
hat ma	hạt mã	34	2
khang sinh co	kháng sinh có	34	3
khi ra	khí ra	34	2
khong reu	không rêu	34	2
khong vao	không vào	34	2
khong day	không đầy	34	2
khong anh huong	không ảnh hưởng	34	3
kim quy yeu	kim quỹ yếu	34	3
kinh chua	kinh chữa	34	2
kinh huyet	kinh huyệt	34	2
kinh thai	kinh thái	34	2
kich ung	kích ứng	34	2
la nhan	là nhân	34	2
lao cam	lào cam	34	2
lao cam puc	lào cam puc	34	3
lai nhieu	lại nhiều	34	2
lam dung thuoc	lạm dụng thuốc	34	3
lanh va	lạnh và	34	2
lay huyet ngoi	lấy huyệt ngồi	34	3
loi tieu chong	lợi tiểu chống	34	3
mua hoa qua	mùa hoa quả	34	3
mach ngoai bien	mạch ngoại biên	34	3
mat thang	mất thăng	34	2
mat thang bang	mất thăng bằng	34	3
man cam	mẫn cảm	34	2
mau don bi	mẫu đơn bì	34	3
mat ca ngoai	mắt cá ngoài	34	3
menh mon hoa	mệnh môn hỏa	34	3
mot cau	một câu	34	2
mot huyet	một huyệt	34	2
moi sinh	mới sinh	34	2
muc tieu hoc	mục tiêu học	34	3
nga truat	nga truật	34	2
ngam trong	ngâm trong	34	2
nguoi benh thay	người bệnh thầy	34	3
nguoi co cong	người có công	34	3
nguoi me	người mẹ	34	2
nguoi nay	người này	34	2
nguoi suy	người suy	34	2
nhien trong	nhiên trong	34	2
nhieu cach	nhiều cách	34	2
nhiet giam	nhiệt giảm	34	2
nhanh nhieu	nhánh nhiều	34	2
nhung chi	nhưng chỉ	34	2
nay sinh vien	này sinh viên	34	3
nen thuoc	nên thuốc	34	2
nuoc tieu vang	nước tiểu vàng	34	3
phong thap nhiet	phong thấp nhiệt	34	3
phap khong	pháp không	34	2
phai phan	phải phân	34	2
phai tang	phải tăng	34	2
phe nang	phế nang	34	2
qua dieu tri	quả điều trị	34	3
rau can	rau cần	34	2
rung thu sinh	rừng thứ sinh	34	3
sinh vien co	sinh viên có	34	3
sung huyet	sung huyết	34	2
suc vat	súc vật	34	2
sot ve	sốt về	34	2
su tang	sự tăng	34	2
tai mui	tai mũi	34	2
theo dong tay	theo đông tây	34	3
thon dai	thon dài	34	2
thuoc chong lao	thuốc chống lao	34	3
thuoc hoan	thuốc hoàn	34	2
thuoc hoat	thuốc hoạt	34	2
thuoc loai	thuốc loại	34	2
thong tien	thông tiện	34	2
thuong phap	thương pháp	34	2
thao luan	thảo luận	34	2
thao dong can	thảo đồng cân	34	3
than phan	thần phân	34	2
the met moi	thể mệt mỏi	34	3
the dieu tri	thể điều trị	34	3
thu thap	thử thấp	34	2
tieu hoc tap	tiêu học tập	34	3
tieu sau	tiêu sau	34	2
tieu va	tiêu và	34	2
tien thao	tiền thảo	34	2
tieu chong	tiểu chống	34	2
tieu sai ho	tiểu sài hồ	34	3
trong mach	trong mạch	34	2
trong trang	trong trạng	34	2
trong tong	trong tổng	34	2
tro sinh	trò sinh	34	2
tri chi	trị chi	34	2
tri kinh	trị kinh	34	2
tan phong han	tán phong hàn	34	3
tam sinh	tâm sinh	34	2
tam am	tâm âm	34	2
tang hap	tăng hấp	34	2
tang suc de	tăng sức đề	34	3
tuong sinh	tương sinh	34	2
tat ca deu	tất cả đều	34	3
tac dieu	tắc điều	34	2
vai tro sinh	vai trò sinh	34	3
viem cap	viêm cấp	34	2
viem tinh	viêm tinh	34	2
viem tinh hoan	viêm tinh hoàn	34	3
vao mua dong	vào mùa đông	34	3
vuong mach	vượng mạch	34	2
van dong vien	vận động viên	34	3
vay trong	vậy trong	34	2
ve tam	về tâm	34	2
vi hoan	vị hoàn	34	2
vi hoi dang	vị hơi đắng	34	3
vi hoa	vị hỏa	34	2
voi tam	với tâm	34	2
yeu khong	yếu không	34	2
ap tang	áp tăng	34	2
ðon thuoc chua	ðơn thuốc chữa	34	3
dau vai gay	đau vai gáy	34	3
dieu ban	điều bàn	34	2
dieu ban ve	điều bàn về	34	3
dau cac	đầu các	34	2
dau den	đậu đen	34	2
de phuc	để phục	34	2
doc chua	độc chữa	34	2
dong sinh	động sinh	34	2
dong thai	động thai	34	2
ban than bat	bán thân bất	33	3
bam dau bao	bấm đau báo	33	3
benh vua	bệnh vừa	33	2
bi hap phu	bị hấp phụ	33	3
bo gan than	bổ gan thận	33	3
bung va	bụng và	33	2
cam toai	cam toại	33	2
can tuc	can tức	33	2
cho nguoi khac	cho người khác	33	3
chu thien	chu thiên	33	2
chan cai	chân cái	33	2
chat chuyen hoa	chất chuyển hóa	33	3
chi lam	chỉ làm	33	2
chua benh tieu	chữa bệnh tiểu	33	3
cuong la dai	cuống lá dài	33	3
cac duoc lieu	các dược liệu	33	3
cac nguyen nhan	các nguyên nhân	33	3
canh hoa mau	cánh hoa màu	33	3
co nhieu long	có nhiều lông	33	3
cam phong han	cảm phong hàn	33	3
can phan biet	cần phân biệt	33	3
can dieu	cần điều	33	2
cum hoa hinh	cụm hoa hình	33	3
cua cong nghe	của công nghệ	33	3
dai khoang	dài khoảng	33	2
do sinh	dò sinh	33	2
do sinh huyet	dò sinh huyệt	33	3
duong deu	dương đều	33	2
dan thuoc	dẫn thuốc	33	2
dung on trung	dụng ôn trung	33	3
gan phan tich	gan phân tích	33	3
gay ra benh	gây ra bệnh	33	3
goi la benh	gọi là bệnh	33	3
hay thuoc	hay thuốc	33	2
ho co dom	ho có đờm	33	3
hoac thuoc	hoặc thuốc	33	2
huyet chi huyet	huyết chỉ huyết	33	3
huyet hoat	huyết hoạt	33	2
huyet ap tang	huyết áp tăng	33	3
huyet deu	huyết đều	33	2
hoa lam	hóa làm	33	2
hat cay	hạt cây	33	2
hat dau	hạt đậu	33	2
hoi huong	hồi hương	33	2
hop voi thuoc	hợp với thuốc	33	3
hop dieu tri	hợp điều trị	33	3
khi cong va	khí công và	33	3
khi do	khí do	33	2
khi se	khí sẽ	33	2
khi tu	khí từ	33	2
kho tho do	khó thở do	33	3
khong ai	không ai	33	2
khong benh	không bệnh	33	2
khong co gi	không có gì	33	3
khong dut	không dứt	33	2
khong ngoai	không ngoài	33	2
khong tu	không tự	33	2
kha nang sinh	khả năng sinh	33	3
kinh bien	kinh biện	33	2
kinh ngoai	kinh ngoại	33	2
ky khi	kỹ khí	33	2
lien he toi	liên hệ tới	33	3
lam gia vi	làm gia vị	33	3
ly cua nguoi	lý của người	33	3
luong giai	lương giải	33	2
lan dieu tri	lần điều trị	33	3
luc khi	lục khí	33	2
mang nhieu	mang nhiều	33	2
mau hoac	máu hoặc	33	2
mon dien	môn diện	33	2
mon dien chan	môn diện chẩn	33	3
mach chieu	mạch chiếu	33	2
mach chieu hai	mạch chiếu hải	33	3
mach cham	mạch chậm	33	2
mat ca trong	mắt cá trong	33	3
mot hat	một hạt	33	2
nghich thang	nghịch thang	33	2
ngoai lay	ngoài lấy	33	2
ngay cho	ngày cho	33	2
ngay cong	ngày công	33	2
ngam ruou uong	ngâm rượu uống	33	3
nhieu chung	nhiều chứng	33	2
nhiet luong	nhiệt lương	33	2
nhiet luong huyet	nhiệt lương huyết	33	3
nhiet nen	nhiệt nên	33	2
nhan chi	nhân chỉ	33	2
nhan cach	nhân cách	33	2
nong thi	nóng thì	33	2
noi thuong phap	nội thương pháp	33	3
phat nong	phát nóng	33	2
phan cac	phân các	33	2
phai chi	phải chỉ	33	2
phai khong	phải không	33	2
phu tro	phụ trợ	33	2
phuc than	phục thần	33	2
ro nguyen nhan	rõ nguyên nhân	33	3
roi loan kinh	rối loạn kinh	33	3
sinh kha	sinh khả	33	2
sinh kha dung	sinh khả dụng	33	3
sinh duoc	sinh được	33	2
son can	sơn căn	33	2
san phu	sản phụ	33	2
su chuyen hoa	sự chuyển hóa	33	3
tay nong	tay nóng	33	2
thuoc khang histamin	thuốc kháng histamin	33	3
thai khi	thái khí	33	2
thong loi	thông lợi	33	2
thuong chay	thương chảy	33	2
thuong chay mau	thương chảy máu	33	3
thuong do	thương do	33	2
thao cao cm	thảo cao cm	33	3
thao day	thảo dây	33	2
thay khong	thấy không	33	2
than kinh dieu	thần kinh điều	33	3
the giai	thể giải	33	2
thi huyet	thị huyệt	33	2
thon la huyet	thốn là huyệt	33	3
tho khi	thở khí	33	2
thuy thap	thủy thấp	33	2
thuc thuoc	thức thuốc	33	2
thuc tri chung	thức trị chứng	33	3
tien sinh	tiên sinh	33	2
tieu phu	tiêu phù	33	2
trong chan	trong chân	33	2
trong nuoc tieu	trong nước tiểu	33	3
trong trang thai	trong trạng thái	33	3
trung tan	trung tán	33	2
tren khong	trên không	33	2
trinh nghien cuu	trình nghiên cứu	33	3
tro sinh ly	trò sinh lý	33	3
truong kinh	trường kinh	33	2
tri ly	trị lỵ	33	2
tri nhiet	trị nhiệt	33	2
tri nhung	trị những	33	2
tri trong	trị trong	33	2
tri dau lung	trị đau lưng	33	3
tang thi	tăng thị	33	2
tang thi luc	tăng thị lực	33	3
tac dieu tri	tắc điều trị	33	3
tot trong	tốt trong	33	2
tu thang	tử thang	33	2
vai dau	vai đau	33	2
viem khi	viêm khí	33	2
viem duong tiet	viêm đường tiết	33	3
vien thuoc	viên thuốc	33	2
va dong vat	và động vật	33	3
vi chat	vị chát	33	2
vi dau	vị đau	33	2
xuat hien chung	xuất hiện chứng	33	3
ap cao dau	áp cao đau	33	3
am kinh	âm kinh	33	2
on trung tan	ôn trung tán	33	3
dau sau	đau sau	33	2
den co	đen có	33	2
dieu chinh su	điều chỉnh sự	33	3
dieu tri dieu	điều trị điều	33	3
doc cong	độc công	33	2
doc ruou	độc rượu	33	2
dong khong	động không	33	2
ung thuy	ứng thuỷ	33	2
ung thuy phan	ứng thuỷ phân	33	3
bat vi	bát vị	32	2
bang lau	băng lậu	32	2
benh nhiem trung	bệnh nhiễm trùng	32	3
benh sau	bệnh sau	32	2
bo khi huyet	bổ khí huyết	32	3
bo nguyen	bổ nguyên	32	2
cam rutaceae mo	cam rutaceae mô	32	3
cam thao dong	cam thảo đồng	32	3
cam tich	cam tích	32	2
cham kim	châm kim	32	2
chan day an	chân day ấn	32	3
chi moi	chỉ mới	32	2
chi nh	chỉ nh	32	2
chi trong	chỉ trong	32	2
chi dinh huyet	chỉ định huyết	32	3
chi dinh trong	chỉ định trong	32	3
chua tinh bot	chứa tinh bột	32	3
chung to co	chứng tỏ có	32	3
cm cum hoa	cm cụm hoa	32	3
co duoi kho	co duỗi khó	32	3
cac hoat dong	các hoạt động	32	3
cac khi	các khí	32	2
cac sinh huyet	các sinh huyệt	32	3
co mun boc	có mụn bọc	32	3
cong thuc thuoc	công thức thuốc	32	3
cung chi la	cũng chỉ là	32	3
cung khong phai	cũng không phải	32	3
cung phan bo	cũng phân bố	32	3
co the dau	cơ thể đau	32	3
co tang	cơ tăng	32	2
con dau thuong	cơn đau thượng	32	3
cua bai thuoc	của bài thuốc	32	3
cua luc phu	của lục phủ	32	3
cung dau	cứng đau	32	2
cuu huyet	cứu huyệt	32	2
du vi tri	du vị trí	32	3
duoi kho	duỗi khó	32	2
dai tai	dái tai	32	2
dung loai thuoc	dùng loại thuốc	32	3
dung tay	dùng tay	32	2
duong thi	dương thì	32	2
dung hoat	dụng hoạt	32	2
eo lung	eo lưng	32	2
gam ngay	gam ngày	32	2
giai co	giải co	32	2
hai canh tay	hai cánh tay	32	3
hieu qua cao	hiệu quả cao	32	3
hoa xep	hoa xếp	32	2
hoac chi	hoặc chỉ	32	2
han kin vd	hàn kín vd	32	3
hoa thuoc	hóa thuốc	32	2
hoa trong	hóa trong	32	2
hoa tot	hóa tốt	32	2
hung hoang	hùng hoàng	32	2
hoa giai doc	hỏa giải độc	32	3
kham benh chua	khám bệnh chữa	32	3
khi lanh	khí lạnh	32	2
khong ket	không kết	32	2
khop dang thap	khớp dạng thấp	32	3
kinh bien chung	kinh biện chứng	32	3
kinh kinh nguyet	kinh kinh nguyệt	32	3
kinh phe ty	kinh phế tỳ	32	3
kinh tran	kinh trấn	32	2
kinh tran thong	kinh trấn thống	32	3
kim khuan	kìm khuẩn	32	2
loang xuong	loãng xương	32	2
la co vi	lá có vị	32	3
len huyet	lên huyệt	32	2
luc bat dau	lúc bắt đầu	32	3
ly han	lý hàn	32	2
luong phan tu	lượng phân tử	32	3
mong chan	móng chân	32	2
mon vi tri	môn vị trí	32	3
mat cam	mất cảm	32	2
mat cam giac	mất cảm giác	32	3
mat quan	mất quân	32	2
mat quan binh	mất quân bình	32	3
mac chung	mắc chứng	32	2
mat nhuc	mặt nhức	32	2
mat nhuc dau	mặt nhức đầu	32	3
moi ngay dung	mỗi ngày dùng	32	3
mot so nguoi	một số người	32	3
nay nguoi	nay người	32	2
nghien cuu va	nghiên cứu và	32	3
ngoai cam phong	ngoại cảm phong	32	3
nguyen nhan benh	nguyên nhân bệnh	32	3
ngay la	ngày là	32	2
ngay moi	ngày mỗi	32	2
ngo sen	ngó sen	32	2
nguoi chi	người chỉ	32	2
nguoi ta thu	người ta thu	32	3
nguoi am	người âm	32	2
nhieu thu	nhiều thứ	32	2
nhieu vi	nhiều vị	32	2
nhiet gay	nhiệt gây	32	2
nhon dai	nhọn dài	32	2
noi nhay cam	nơi nhậy cảm	32	3
nang dau	nặng đầu	32	2
phong la	phong là	32	2
phoi trong ram	phơi trong râm	32	3
phan dau	phần đầu	32	2
qua khong	quả không	32	2
rat nhieu nguoi	rất nhiều người	32	3
sinh khang sinh	sinh kháng sinh	32	3
sinh khi	sinh khí	32	2
sam bach	sâm bạch	32	2
soi bung	sôi bụng	32	2
sot cao co	sốt cao co	32	3
thang thuong	thang thương	32	2
theo quy luat	theo quy luật	32	3
thuoc bo ich	thuốc bổ ích	32	3
thuoc nhuan	thuốc nhuận	32	2
thuoc sac hoac	thuốc sắc hoặc	32	3
thuoc ta ha	thuốc tả hạ	32	3
than mach chieu	thân mạch chiếu	32	3
thi bo	thì bổ	32	2
thao song lau	thảo sống lâu	32	3
thay trong	thấy trong	32	2
the dieu chinh	thể điều chỉnh	32	3
tieu sau khi	tiêu sau khi	32	3
tieu dam	tiêu đàm	32	2
trong bai thuoc	trong bài thuốc	32	3
trong nha	trong nhà	32	2
trung tan han	trung tán hàn	32	3
trung vao	trung vào	32	2
truat gam	truật gam	32	2
tron dai	tròn dài	32	2
trang thai benh	trạng thái bệnh	32	3
tri nhu	trị như	32	2
tri dieu tri	trị điều trị	32	3
tru dam	trừ đàm	32	2
tinh han vao	tính hàn vào	32	3
tinh khong	tính không	32	2
tinh sinh	tính sinh	32	2
tang nhu	tăng nhu	32	2
tang the	tăng thể	32	2
tang tiet di	tăng tiết dị	32	3
tang tinh	tăng tính	32	2
tang do	tăng độ	32	2
tang tam	tạng tâm	32	2
ta hoa giai	tả hỏa giải	32	3
tap trung vao	tập trung vào	32	3
tu nghich thang	tứ nghịch thang	32	3
tu vat thang	tứ vật thang	32	3
uong thuong xuyen	uống thường xuyên	32	3
viem bang	viêm bàng	32	2
viem hong viem	viêm họng viêm	32	3
viem khi quan	viêm khí quản	32	3
viem mu da	viêm mủ da	32	3
viem tac	viêm tắc	32	2
va than kinh	và thần kinh	32	3
vao cho dau	vào chỗ đau	32	3
vang dau	váng đầu	32	2
vat la	vật lạ	32	2
voi nuoc nong	với nước nóng	32	3
voi noi	với nội	32	2
voi vi	với vị	32	2
yeu met	yếu mệt	32	2
ich cho	ích cho	32	2
ong khong	ông không	32	2
dau co uc	đau cơ ức	32	3
dau tang	đau tăng	32	2
dieu chi	điều chỉ	32	2
dieu chi nh	điều chỉ nh	32	3
dieu tri chi	điều trị chỉ	32	3
dieu tri dung	điều trị dùng	32	3
dai hoa	đài hoa	32	2
do deu	đó đều	32	2
duong huyet va	đường huyết và	32	3
dau choang	đầu choáng	32	2
deu do	đều do	32	2
dia gam	địa gam	32	2
doi khang voi	đối kháng với	32	3
bao gom cac	bao gồm các	31	3
bai thuoc dung	bài thuốc dùng	31	3
ban tay phai	bàn tay phải	31	3
bao benh	báo bệnh	31	2
benh an	bệnh án	31	2
bi kich thich	bị kích thích	31	3
bung kho	bụng khó	31	2
cam thao day	cam thảo dây	31	3
can chu	can chủ	31	2
cao co giat	cao co giật	31	3
chong mat nhuc	chóng mặt nhức	31	3
chong loet bao	chống loét bao	31	3
chung khi	chứng khí	31	2
chung thap	chứng thấp	31	2
chung tieu duong	chứng tiểu đường	31	3
cac benh ngoai	các bệnh ngoài	31	3
cac ngon chan	các ngón chân	31	3
coi xuong	còi xương	31	2
co kich thuoc	có kích thước	31	3
co noi	có nội	31	2
cua noi	của nội	31	2
cua xuong	của xương	31	2
cua am duong	của âm dương	31	3
do tang	do tăng	31	2
duoi kho khan	duỗi khó khăn	31	3
dan cao	dán cao	31	2
dung cho phu	dùng cho phụ	31	3
dung ngay thang	dùng ngày thang	31	3
dung phu tu	dùng phụ tử	31	3
dung que chi	dùng quế chi	31	3
dung dau ngon	dùng đầu ngón	31	3
duoc thao	dược thảo	31	2
dung bo huyet	dụng bổ huyết	31	3
dung khang sinh	dụng kháng sinh	31	3
gia tri dinh	giá trị dinh	31	3
gian phe quan	giãn phế quản	31	3
giai co that	giải co thắt	31	3
giai phong ra	giải phóng ra	31	3
giam huyet ap	giảm huyết áp	31	3
giong the phong	giống thể phong	31	3
giua va	giữa và	31	2
gay ton thuong	gây tổn thương	31	3
goi la lien	gọi là liên	31	3
ho dom	ho đờm	31	2
hoa lien	hoa liên	31	2
hoa lien kieu	hoa liên kiều	31	3
hoan cua	hoàn của	31	2
hoac dang	hoặc đảng	31	2
hoac dang sam	hoặc đảng sâm	31	3
huyet giam	huyết giảm	31	2
huyet khac	huyệt khác	31	2
huyet tuc	huyệt túc	31	2
han hay	hàn hay	31	2
han vao kinh	hàn vào kinh	31	3
hu suy	hư suy	31	2
hai duong cong	hải dương công	31	3
hau nhu khong	hầu như không	31	3
hop nhan	hợp nhân	31	2
khi dung	khí dung	31	2
khi sinh	khí sinh	31	2
khi tan	khí tán	31	2
khong co mo	không có mồ	31	3
khong do	không do	31	2
khong giai	không giải	31	2
khong hoan toan	không hoàn toàn	31	3
khong neu	không nếu	31	2
khong thay doi	không thay đổi	31	3
la bach	là bạch	31	2
la phong	là phong	31	2
lung tren	lưng trên	31	2
lμm lanh	lμm lạnh	31	2
lan mau	lẫn máu	31	2
luc tang	lực tăng	31	2
mau cua	máu của	31	2
mui viem	mũi viêm	31	2
mach chu	mạch chủ	31	2
mach doc	mạch đốc	31	2
moi dau	mỏi đau	31	2
mot don vi	một đơn vị	31	3
muc tieu sau	mục tiêu sau	31	3
